,imdb_score,director_name,movie_title
2602,7.7,James Marsh,The Theory of Everything
2501,7.7,Ang Lee,Sense and Sensibility
4351,7.7,William Cottrell,Snow White and the Seven Dwarfs
4127,7.7,Shane Meadows,This Is England
3604,7.6,Clint Eastwood,High Plains Drifter
4698,7.6,Sam Raimi,The Evil Dead
257,7.6,,The A-Team
4092,7.6,Joe Cross,"Fat, Sick & Nearly Dead"
1282,7.6,J.A. Bayona,The Impossible
1746,7.6,Wes Anderson,The Royal Tenenbaums
1316,7.6,Alex Proyas,The Crow
473,7.6,,Bewitched
1335,7.6,Norman Jewison,The Hurricane
3434,7.6,Martin Scorsese,The Last Temptation of Christ
3280,7.6,Mira Nair,The Namesake
728,7.6,Michael Mann,Collateral
1577,7.6,John McTiernan,The Hunt for Red October
4150,7.6,Petter Næss,Elling
3303,7.6,Danny Boyle,28 Days Later...
3305,7.6,Don Siegel,Escape from Alcatraz
408,7.6,Jean-Jacques Annaud,Enemy at the Gates
3321,7.6,Mary Harron,American Psycho
3257,7.6,Mike Leigh,All or Nothing
1523,7.6,Stephen Daldry,The Reader
3433,7.6,Tom Ford,A Single Man
1509,7.6,Rob Reiner,A Few Good Men
3405,7.6,Jane Campion,The Piano
4164,7.6,George Miller,Mad Max 2: The Road Warrior
4165,7.6,Chia-Liang Liu,The Legend of Drunken Master
4166,7.6,Kimberly Peirce,Boys Don't Cry
1613,7.6,Ted Demme,Blow
1387,7.6,Tim Burton,Batman
4101,7.6,Zach Braff,Garden State
3211,7.6,Pedro Almodóvar,Volver
1733,7.6,Steven Spielberg,Indiana Jones and the Temple of Doom
3520,7.6,Jerome Robbins,West Side Story
1720,7.6,,12 Monkeys
4105,7.6,Alice Wu,Saving Face
4108,7.6,Isabel Coixet,My Life Without Me
3210,7.6,Stanley Kramer,"It's a Mad, Mad, Mad, Mad World"
4721,7.6,Pan Nalin,Ayurveda: Art of Being
183,7.6,Mark Osborne,Kung Fu Panda
1628,7.6,Denis Villeneuve,Sicario
185,7.6,Francis Lawrence,The Hunger Games: Catching Fire
1356,7.6,Ben Affleck,The Town
1639,7.6,Martin Brest,Midnight Run
1635,7.6,Marc Forster,Stranger Than Fiction
233,7.6,George Lucas,Star Wars: Episode III - Revenge of the Sith
1632,7.6,Tim McCanlies,Secondhand Lions
3510,7.6,Tom Hooper,The Damned United
4112,7.6,Joshua Tickell,Fuel
2905,7.6,Stephen Frears,Philomena
3621,7.6,Morten Tyldum,Headhunters
361,7.6,John McTiernan,Die Hard with a Vengeance
464,7.6,David Ayer,Fury
1058,7.6,Jonathan Frakes,Star Trek: First Contact
3820,7.6,Mike Figgis,Leaving Las Vegas
2192,7.6,Stephen Frears,High Fidelity
2185,7.6,Gus Van Sant,Milk
539,7.6,Steven Spielberg,Munich
2612,7.6,Denzel Washington,The Great Debaters
908,7.6,Terrence Malick,The Thin Red Line
2640,7.6,Kathryn Bigelow,The Hurt Locker
2232,7.6,Marc Forster,The Kite Runner
650,7.6,Tom Hooper,Les Misérables
362,7.6,Guy Ritchie,Sherlock Holmes
4422,7.6,Gareth Evans,The Raid: Redemption
3804,7.6,Niki Caro,Whale Rider
4674,7.6,Kay Pollak,As It Is in Heaven
4621,7.6,Barry W. Blaustein,Beyond the Mat
2681,7.6,Shane Black,Kiss Kiss Bang Bang
899,7.6,Robert Rodriguez,Grindhouse
3847,7.6,Christopher Guest,Waiting for Guffman
1029,7.6,Steven Soderbergh,Traffic
894,7.6,Baz Luhrmann,Moulin Rouge!
3913,7.6,Fred Zinnemann,The Nun's Story
2387,7.6,Paul Greengrass,United 93
2399,7.6,Danny Boyle,127 Hours
341,7.6,Rupert Wyatt,Rise of the Planet of the Apes
3942,7.6,Luc Jacquet,March of the Penguins
2347,7.6,Brian Percival,The Book Thief
4483,7.6,Anthony Powell,Antarctica: A Year on Ice
947,7.6,Bennett Miller,Moneyball
3964,7.6,John Landis,Animal House
2444,7.6,Greg Mottola,Superbad
2532,7.6,Woody Allen,Radio Days
2454,7.6,Alejandro Amenábar,The Others
937,7.6,Spike Lee,Inside Man
2490,7.6,Neil Burger,The Illusionist
323,7.6,Yimou Zhang,The Flowers of War
931,7.6,Neil Jordan,Interview with the Vampire: The Vampire Chronicles
2504,7.6,Vadim Perelman,House of Sand and Fog
2507,7.6,Rob Reiner,When Harry Met Sally...
3880,7.6,Peter H. Hunt,1776
4872,7.6,Kevin Jordan,Smiling Fish & Goat on Fire
2152,7.6,Thea Sharrock,Me Before You
3376,7.6,Jason Reitman,Thank You for Smoking
1160,7.6,Andrew Niccol,Lord of War
2925,7.6,Yimou Zhang,House of Flying Daggers
3672,7.6,John Sayles,Lone Star
1908,7.6,Stephen Daldry,The Hours
4036,7.6,,The Grand
3395,7.6,Dennis Gansel,The Wave
115,7.6,Mike Newell,Harry Potter and the Goblet of Fire
4339,7.6,Jaime Zevallos,Me You and Five Bucks
4313,7.6,Alfred Hitchcock,Spellbound
125,7.6,Chris Buck,Frozen
1184,7.6,Peter Berg,Lone Survivor
1877,7.6,Richard Donner,The Omen
644,7.6,Chris Wedge,Ice Age
2987,7.6,Tim Robbins,Dead Man Walking
4319,7.6,Dror Moreh,The Gatekeepers
1213,7.6,Steven Spielberg,Bridge of Spies
3721,7.6,Eli Craig,Tucker and Dale vs Evil
83,7.6,Matt Reeves,Dawn of the Planet of the Apes
2069,7.6,Jessie Nelson,I Am Sam
3005,7.6,Sam Raimi,Army of Darkness
2759,7.6,Todd Field,Little Children
886,7.6,Francis Ford Coppola,The Godfather: Part III
4388,7.6,Giovanni Zelko,The Algerian
648,7.6,Ron Howard,Apollo 13
3623,7.6,Michael McGowan,Saint Ralph
4845,7.6,Jason Miller,The Past is a Grotesque Animal
2008,7.6,Terry Gilliam,The Fisher King
599,7.6,James Cameron,The Abyss
3635,7.6,Eugenio Derbez,Instructions Not Included
4152,7.5,Jaume Balagueró,[Rec]
4157,7.5,Terence Young,From Russia with Love
4703,7.5,Doug Block,51 Birch Street
3437,7.5,Phillip Noyce,Rabbit-Proof Fence
998,7.5,,Twisted
3908,7.5,Albert Hughes,Menace II Society
3662,7.5,Richard Glatzer,Still Alice
3915,7.5,Alfred Hitchcock,Frenzy
3420,7.5,Don Kempf,Michael Jordan to the Max
4654,7.5,Patrick Gilles,America Is Still the Place
3412,7.5,George Clooney,"Good Night, and Good Luck."
3961,7.5,Joshua Marston,Maria Full of Grace
3919,7.5,Bill Condon,Gods and Monsters
3399,7.5,Jason Reitman,Juno
1002,7.5,Alan Parker,The Life of David Gale
1133,7.5,Norman Ferguson,Pinocchio
3449,7.5,Lynne Ramsay,We Need to Talk About Kevin
1165,7.5,,McHale's Navy
1130,7.5,Barry Levinson,Sleepers
3780,7.5,Oliver Stone,Salvador
4720,7.5,Florence Ayisi,Sisters in Law
3737,7.5,William H. Macy,Rudderless
3729,7.5,,Saving Grace
818,7.5,Taylor Hackford,The Devil's Advocate
307,7.5,Tom Tykwer,Cloud Atlas
4673,7.5,Whit Stillman,Metropolitan
3529,7.5,Christopher Guest,Best in Show
3719,7.5,Errol Morris,Standard Operating Procedure
4617,7.5,Marilyn Agrelo,Mad Hot Ballroom
254,7.5,Martin Scorsese,The Aviator
358,7.5,Tony Bancroft,Mulan
3838,7.5,J.A. Bayona,The Orphanage
3879,7.5,Aleksandr Veledinskiy,The Geographer Drank His Globe Away
4143,7.5,Tay Garnett,The Valley of Decision
3516,7.5,Michael Moore,Fahrenheit 9/11
1415,7.5,John Lee Hancock,Saving Mr. Banks
1193,7.5,Francis Ford Coppola,Bram Stoker's Dracula
322,7.5,Martin Scorsese,Gangs of New York
1195,7.5,Brian Helgeland,42
3897,7.5,Andrucha Waddington,House of Sand
1407,7.5,Wes Craven,A Nightmare on Elm Street
3957,7.5,Laurent Cantet,The Class
1913,7.5,Kirsten Sheridan,August Rush
2954,7.5,Marco Kreuzpaintner,Trade
4315,7.5,Vincent Gallo,Buffalo '66
2969,7.5,Akira Kurosawa,Madadayo
4819,7.5,Michael Moore,Roger & Me
4446,7.5,Davis Guggenheim,An Inconvenient Truth
1848,7.5,Fernando Meirelles,The Constant Gardener
2980,7.5,Jonathan Lynn,My Cousin Vinny
2585,7.5,Tim Burton,Beetlejuice
2996,7.5,John Crowley,Brooklyn
2579,7.5,Michael Apted,Coal Miner's Daughter
531,7.5,,Constantine
1823,7.5,Kevin Costner,Open Range
4900,7.5,Jafar Panahi,The Circle
2565,7.5,Chris Columbus,Home Alone
2222,7.5,Mike Binder,Reign Over Me
3054,7.5,Carol Reed,Oliver!
2247,7.5,Woody Allen,Bullets Over Broadway
515,7.5,Pierre Coffin,Despicable Me 2
20,7.5,Peter Jackson,The Hobbit: The Battle of the Five Armies
2274,7.5,,Perception
1742,7.5,Gavin O'Connor,Miracle
4273,7.5,Khyentse Norbu,Travelers and Magicians
2964,7.5,Timothy Hines,10 Days in a Madhouse
2945,7.5,Kar-Wai Wong,2046
2293,7.5,Charlie Kaufman,"Synecdoche, New York"
4552,7.5,Todd Solondz,Welcome to the Dollhouse
2718,7.5,Gilles Paquet-Brenner,Sarah's Key
2064,7.5,Clint Eastwood,The Bridges of Madison County
4871,7.5,David Gordon Green,George Washington
586,7.5,,Sleepy Hollow
4847,7.5,Darren Aronofsky,Pi
57,7.5,Justin Lin,Star Trek Beyond
2114,7.5,Richard LaGravenese,Freedom Writers
2679,7.5,Tommy Lee Jones,Three Burials
2139,7.5,James Wan,The Conjuring
1941,7.5,Bill Paxton,The Greatest Game Ever Played
2883,7.5,Quentin Tarantino,Jackie Brown
1927,7.5,Dexter Fletcher,Eddie the Eagle
2662,7.5,,The Dead Zone
4537,7.5,Ryan Coogler,Fruitvale Station
4427,7.5,Shimit Amin,Rocket Singh: Salesman of the Year
2158,7.5,Ava DuVernay,Selma
114,7.5,David Yates,Harry Potter and the Order of the Phoenix
1916,7.5,Richard Fleischer,Tora! Tora! Tora!
1914,7.5,Shekhar Kapur,Elizabeth
2177,7.5,Alejandro G. Iñárritu,Babel
2179,7.5,John Patrick Shanley,Doubt
4785,7.5,Justin Dillon,Call + Response
4286,7.5,Todd Field,In the Bedroom
1727,7.5,Richard Attenborough,Cry Freedom
418,7.5,Edgar Wright,Scott Pilgrim vs. the World
2459,7.5,Alexander Payne,Sideways
2325,7.5,John Curran,The Painted Veil
2476,7.5,Sam Raimi,A Simple Plan
9,7.5,David Yates,Harry Potter and the Half-Blood Prince
8,7.5,Joss Whedon,Avengers: Age of Ultron
1595,7.5,Edward Zwick,Legends of the Fall
2412,7.5,Ang Lee,The Ice Storm
4772,7.5,Tom Putnam,Burn
197,7.5,Matt Birch,Harry Potter and the Deathly Hallows: Part II
3290,7.5,Ken Loach,The Wind That Shakes the Barley
200,7.5,Chris Columbus,Harry Potter and the Sorcerer's Stone
207,7.5,Bryan Singer,X-Men 2
2404,7.5,Irwin Winkler,Life as a House
1543,7.5,David Cronenberg,A History of Violence
4185,7.5,Jim Jarmusch,Ghost Dog: The Way of the Samurai
1537,7.5,Duncan Jones,Source Code
3318,7.5,Doug Atchison,Akeelah and the Bee
3334,7.5,James Ivory,Howards End
209,7.5,Guy Ritchie,Sherlock Holmes: A Game of Shadows
4912,7.5,,The Following
1508,7.5,Warren Beatty,Reds
2383,7.5,,The O.C.
4174,7.5,Shari Springer Berman,American Splendor
211,7.5,Paul Verhoeven,Total Recall
1493,7.5,Alejandro G. Iñárritu,Biutiful
1629,7.5,Antoine Fuqua,Southpaw
1619,7.5,Steve Box,The Curse of the Were-Rabbit
70,7.5,Martin Scorsese,Hugo
2300,7.5,Kurt Wimmer,Equilibrium
176,7.5,,Miami Vice
3214,7.5,Richard Loncraine,Richard III
3218,7.5,Kriv Stenders,Red Dog
1706,7.5,Andrew Dominik,The Assassination of Jesse James by the Coward Robert Ford
1717,7.5,Greg Tiernan,Sausage Party
3221,7.5,Tobe Hooper,The Texas Chain Saw Massacre
4565,7.5,George Lucas,American Graffiti
3236,7.5,John Landis,Trading Places
1643,7.5,,The Family
4569,7.5,Leslie Small,Kevin Hart: Laugh at My Pain
686,7.5,Tom Tykwer,Perfume: The Story of a Murderer
3773,7.4,John Huston,Moby Dick
2670,7.4,Dan Curtis,The Love Letter
2500,7.4,Oliver Stone,Wall Street
1104,7.4,Julie Taymor,Across the Universe
2279,7.4,Mike Leigh,Topsy-Turvy
4868,7.4,Patrick Meaney,The Image Revolution
2280,7.4,Alejandro Monteverde,Little Boy
4659,7.4,Darren Lynn Bousman,Alleluia! The Devil's Carnival
2487,7.4,Wayne Kramer,Running Scared
2110,7.4,Frank Oz,Death at a Funeral
3776,7.4,Lana Wachowski,Bound
961,7.4,Michael Bay,13 Hours
2582,7.4,Harold Ramis,National Lampoon's Vacation
2721,7.4,Lars von Trier,Manderlay
2410,7.4,Brian De Palma,Blow Out
1072,7.4,Rob Reiner,The Bucket List
2471,7.4,Niki Caro,"McFarland, USA"
3835,7.4,John Huston,The Misfits
2326,7.4,Uli Edel,The Baader Meinhof Complex
2425,7.4,Bruce Beresford,Mao's Last Dancer
2567,7.4,Sydney Pollack,Tootsie
2237,7.4,Michael Moore,Capitalism: A Love Story
974,7.4,David Dobkin,The Judge
2620,7.4,George Armitage,Grosse Pointe Blank
1039,7.4,Iain Softley,K-PAX
2297,7.4,John Hillcoat,The Proposition
1028,7.4,Richard Curtis,Pirate Radio
4895,7.4,Jim Chuchu,Stories of Our Lives
2259,7.4,Woody Allen,Deconstructing Harry
4902,7.4,Kiyoshi Kurosawa,The Cure
3372,7.4,Bruce Beresford,Driving Miss Daisy
3759,7.4,Sam Peckinpah,Pat Garrett & Billy the Kid
154,7.4,Brad Bird,Mission: Impossible - Ghost Protocol
1783,7.4,David Lean,A Passage to India
1781,7.4,Nick Cassavetes,My Sister's Keeper
3066,7.4,Kevin Smith,Dogma
3573,7.4,Fred Zinnemann,Julia
3095,7.4,Jeff Nichols,Mud
3102,7.4,Theodore Witcher,Love Jones
3113,7.4,Stephen Frears,Dirty Pretty Things
3547,7.4,Raymond De Felitta,City Island
1325,7.4,John Woo,Red Cliff
1743,7.4,Zack Snyder,Dawn of the Dead
4791,7.4,Chris Marker,The Case of the Grinning Cat
172,7.4,Peter Weir,Master and Commander: The Far Side of the World
3521,7.4,Harold Ramis,Caddyshack
1666,7.4,Paul Haggis,The Next Three Days
184,7.4,Peyton Reed,Ant-Man
3953,7.4,Alejandro Monteverde,Bella
3500,7.4,Matthew Vaughn,Layer Cake
4777,7.4,Doug Liman,Swingers
3245,7.4,Michael O. Sajbel,The Ultimate Gift
1599,7.4,Rian Johnson,Looper
1596,7.4,Jason Reitman,Up in the Air
1402,7.4,Anthony Minghella,The English Patient
192,7.4,Steven Spielberg,The Adventures of Tintin
3474,7.4,Robert C. Cooper,Stargate: The Ark of Truth
3442,7.4,,Dark Angel
3313,7.4,Kenneth Branagh,Much Ado About Nothing
3413,7.4,Bennett Miller,Capote
1457,7.4,Curtis Hanson,Wonder Boys
3347,7.4,John Carney,Begin Again
1784,7.4,Richard Eyre,Notes on a Scandal
1798,7.4,Wolfgang Petersen,The NeverEnding Story
2074,7.4,Richard Attenborough,Shadowlands
3605,7.4,Terry Zwigoff,Ghost World
3754,7.4,Jeff Nichols,Take Shelter
3748,7.4,Jirí Menzel,I Served the King of England
2777,7.4,Todd Haynes,Far from Heaven
2780,7.4,Philip Kaufman,Quills
2783,7.4,,The Border
2848,7.4,Jean-Jacques Annaud,Quest for Fire
2858,7.4,Craig Gillespie,Lars and the Real Girl
4832,7.4,David Lynch,Eraserhead
4827,7.4,Jean-Luc Godard,Une Femme Mariée
2879,7.4,Peter Weir,Witness
3718,7.4,Feroz Abbas Khan,"Gandhi, My Father"
3704,7.4,Peter Jackson,Heavenly Creatures
1182,7.4,Joel Schumacher,A Time to Kill
2897,7.4,Julie Taymor,Frida
2900,7.4,John Dahl,Rounders
282,7.4,Chris Columbus,Harry Potter and the Chamber of Secrets
1482,7.4,Robert Zemeckis,The Walk
1191,7.4,Robert Zemeckis,Back to the Future Part III
135,7.4,Christopher McQuarrie,Mission: Impossible - Rogue Nation
3650,7.4,Nat Faxon,The Way Way Back
2986,7.4,Adam Shankman,A Walk to Remember
3648,7.4,Kevin Smith,Clerks II
1254,7.4,,Arthur
4812,7.4,Michel Orion Scott,The Horse Boy
1826,7.4,Richard Attenborough,A Bridge Too Far
3012,7.4,Ethan Coen,Inside Llewyn Davis
3614,7.4,Gaspar Noé,Irreversible
3036,7.4,Eric Lartigau,La Famille Bélier
1270,7.4,Martin Scorsese,Mean Streets
1626,7.4,Tim Burton,Corpse Bride
1425,7.4,Tobe Hooper,Poltergeist
4459,7.4,Morgan Neville,20 Feet from Stardom
4018,7.4,Noah Baumbach,Frances Ha
4401,7.4,Léa Pool,"Pink Ribbons, Inc."
910,7.4,Milos Forman,Man on the Moon
4539,7.4,James Algar,Bambi
4556,7.4,Daniel Davila,Harrison Montgomery
4208,7.4,Michael Dowse,It's All Gone Pete Tong
3971,7.4,Kirk Jones,Waking Ned Devine
646,7.4,Steven Spielberg,Lincoln
4310,7.4,Noah Baumbach,The Squid and the Whale
764,7.4,Clint Eastwood,Invictus
4230,7.4,Simon Napier-Bell,"To Be Frank, Sinatra at 100"
569,7.4,David Silverman,The Simpsons Movie
4481,7.4,Rohit Jagessar,Guiana 1838
4068,7.4,Craig Brewer,Hustle & Flow
944,7.4,Glenn Ficarra,"Crazy, Stupid, Love."
4589,7.4,Chris Atkins,Starsuckers
3975,7.4,James Ivory,A Room with a View
371,7.4,Robert Zemeckis,Contact
520,7.4,Bryan Singer,X-Men
4390,7.4,Mira Nair,Monsoon Wedding
871,7.4,Joel Schumacher,The Phantom of the Opera
4159,7.4,,In the Heat of the Night
4475,7.4,Goran Dukic,Wristcutters: A Love Story
638,7.4,,Last Man Standing
4051,7.4,John Boorman,Point Blank
4474,7.4,Scandar Copti,Ajami
522,7.4,Michael Bay,The Rock
4076,7.4,Carroll Ballard,The Black Stallion
4037,7.4,Marco Kreuzpaintner,Summer Storm
4620,7.4,Patrick Creadon,Wordplay
4089,7.4,Hao Ning,Silver Medallist
4365,7.4,Ham Tran,Journey from the Fall
4005,7.4,,Deadline Gallipoli
4590,7.4,Bill Benenson,The Hadza: Last of the First
4178,7.4,Elia Kazan,Gentleman's Agreement
898,7.4,F. Gary Gray,Law Abiding Citizen
903,7.4,Kathryn Bigelow,Zero Dark Thirty
4623,7.4,Siddiq Barmak,Osama
4441,7.4,Derek Cianfrance,Blue Valentine
4182,7.4,Miranda July,Me and You and Everyone We Know
4442,7.4,Duncan Tucker,Transamerica
4284,7.4,Patricia Riggen,Under the Same Moon
4084,7.4,Pawel Pawlikowski,Ida
4294,7.4,John Ford,She Wore a Yellow Ribbon
1105,7.3,Sam Mendes,Revolutionary Road
1474,7.3,Jean-Marc Vallée,The Young Victoria
4835,7.3,Peter Chelsom,The Mighty
208,7.3,Justin Lin,Fast Five
1972,7.3,John Hillcoat,The Road
3378,7.3,Lone Scherfig,An Education
4362,7.3,,The Streets of San Francisco
2866,7.3,Don Bluth,The Land Before Time
4160,7.3,Woody Allen,Sleeper
411,7.3,Rob Marshall,Memoirs of a Geisha
4851,7.3,Morgan Spurlock,Super Size Me
4743,7.3,Vincenzo Natali,Cube
2552,7.3,Gaspar Noé,Enter the Void
4029,7.3,Andrea Arnold,Fish Tank
1175,7.3,David O. Russell,American Hustle
4019,7.3,Gavin Hood,Tsotsi
3375,7.3,David Oelhoffen,Far from Men
2787,7.3,Barry Levinson,"Good Morning, Vietnam"
3425,7.3,Rick Famuyiwa,Dope
295,7.3,Mark Dindal,The Emperor's New Groove
3337,7.3,Mike Leigh,Another Year
3336,7.3,Duke Johnson,Anomalisa
2506,7.3,Peter Farrelly,Dumb & Dumber
2833,7.3,Patrice Leconte,The Widow of Saint-Pierre
449,7.3,John Woo,Face/Off
1137,7.3,Gus Van Sant,Finding Forrester
403,7.3,Tony Scott,Enemy of the State
3584,7.3,Cédric Klapisch,L'auberge espagnole
1499,7.3,Darren Aronofsky,The Fountain
749,7.3,,Rules of Engagement
3749,7.3,Fatih Akin,Soul Kitchen
2830,7.3,Olivier Assayas,"Paris, je t'aime"
4754,7.3,Jeff Nichols,Shotgun Stories
2015,7.3,James Mangold,"Girl, Interrupted"
2797,7.3,Theodore Melfi,St. Vincent
4383,7.3,,The Girlfriend Experience
1995,7.3,Sergey Bondarchuk,Waterloo
3722,7.3,Nicholas Fackler,"Lovely, Still"
2849,7.3,Denzel Washington,Antwone Fisher
2000,7.3,Leonard Nimoy,Star Trek IV: The Voyage Home
1198,7.3,Frank Marshall,Eight Below
1438,7.3,Mike Nichols,Closer
3534,7.3,Christopher Guest,A Mighty Wind
4540,7.3,Charles Herman-Wurmfeld,The Hammer
3511,7.3,Dan O'Bannon,The Return of the Living Dead
3640,7.3,Patty Jenkins,Monster
2584,7.3,Stephen Frears,The Queen
805,7.3,Clint Eastwood,American Sniper
2587,7.3,Gillian Armstrong,Little Women
3629,7.3,Dan Trachtenberg,10 Cloverfield Lane
1353,7.3,Gary Fleder,The Express
3625,7.3,Jeannot Szwarc,Somewhere in Time
238,7.3,Kirk De Micco,The Croods
1344,7.3,Lee Daniels,Precious
841,7.3,Tony Scott,Crimson Tide
542,7.3,Guy Ritchie,The Man from U.N.C.L.E.
3504,7.3,Hans Petter Moland,Aberdeen
4435,7.3,Terence Young,Dr. No
3548,7.3,John Michael McDonagh,The Guard
2145,7.3,Alexander Payne,The Descendants
1310,7.3,Joel Coen,The Hudsucker Proxy
50,7.3,Baz Luhrmann,The Great Gatsby
4709,7.3,Yorgos Lanthimos,Dogtooth
1302,7.3,Danny Boyle,Sunshine
4885,7.3,Neil LaBute,In the Company of Men
4533,7.3,Brian Dorton,The Horror Network Vol. 1
831,7.3,Richard Donner,Superman
388,7.3,Gary Ross,Seabiscuit
2637,7.3,Derek Cianfrance,The Place Beyond the Pines
2195,7.3,Roger Donaldson,The Bank Job
2103,7.3,Tony Gilroy,Michael Clayton
2769,7.3,Costa-Gavras,Amen.
3479,7.3,Max Färberböck,Aimee & Jaguar
2226,7.3,Robert Rodriguez,From Dusk Till Dawn
1433,7.3,Michael Ritchie,The Bad News Bears
859,7.3,John Frankenheimer,Ronin
1196,7.3,Anthony Minghella,The Talented Mr. Ripley
474,7.3,James Algar,Fantasia 2000
3790,7.3,Johnnie To,Exiled
2067,7.3,Lasse Hallström,The Hundred-Foot Journey
3473,7.3,Clint Eastwood,Pale Rider
4060,7.3,Frank Capra,Pocketful of Miracles
2564,7.3,Martin Brest,Beverly Hills Cop
528,7.3,Louis Leterrier,Now You See Me
31,7.3,Sam Raimi,Spider-Man 2
1398,7.3,Martin Scorsese,Cape Fear
2101,7.3,Laurent Tirard,Molière
4135,7.3,Jerry Rees,The Brave Little Toaster
4865,7.3,Andrew Leman,The Call of Cthulhu
4735,7.3,Kevin Smith,Chasing Amy
1220,7.3,Brad Furman,The Lincoln Lawyer
530,7.3,Steven Spielberg,The Terminal
2573,7.3,,Scream: The TV Series
35,7.3,Dan Scanlon,Monsters University
3661,7.3,Kasi Lemmons,Eve's Bayou
3494,7.3,Doug Liman,Go
65,7.3,Bryan Singer,X-Men: Apocalypse
3652,7.3,George Miller,The Man from Snowy River
3499,7.3,Steve McQueen,Shame
108,7.3,Duncan Jones,Warcraft
3055,7.3,John Madden,The Best Exotic Marigold Hotel
1959,7.3,John Carpenter,Big Trouble in Little China
3226,7.3,Ferzan Ozpetek,Loose Cannons
2991,7.3,Gina Prince-Bythewood,The Secret Life of Bees
3896,7.3,Christopher Morris,Four Lions
3140,7.3,Victor Salva,Peaceful Warrior
3894,7.3,Alan Jacobs,Down for Life
486,7.3,Roger Donaldson,Thirteen Days
3973,7.3,Yimou Zhang,Coming Home
2421,7.3,Sergey Bodrov,Mongol: The Rise of Genghis Khan
320,7.3,David Mamet,The Spanish Prisoner
928,7.3,Steven Soderbergh,Erin Brockovich
1693,7.3,Richard J. Lewis,Barney's Version
2422,7.3,Guy Ritchie,RocknRolla
355,7.3,Ben Stiller,The Secret Life of Walter Mitty
4480,7.3,Paul Crowder,Once in a Lifetime: The Extraordinary Story of the New York Cosmos
4196,7.3,,Get Real
3161,7.3,Stephen Chow,Shaolin Soccer
138,7.3,Jennifer Yuh Nelson,Kung Fu Panda 2
3167,7.3,Dan Harris,Imaginary Heroes
1674,7.3,Niki Caro,North Country
3198,7.3,Jee-woon Kim,"The Good, the Bad, the Weird"
1871,7.3,Lasse Hallström,Chocolat
921,7.3,Cameron Crowe,Jerry Maguire
3846,7.3,Oliver Stone,Talk Radio
4254,7.3,Richard Ayoade,Submarine
2947,7.3,Carroll Ballard,Duma
1654,7.3,Stephen J. Anderson,Winnie the Pooh
3130,7.3,Werner Herzog,Rescue Dawn
1000,7.3,Wes Anderson,The Life Aquatic with Steve Zissou
3002,7.3,Bill Paxton,Frailty
2365,7.3,Larry Charles,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan
663,7.3,Stanley Kubrick,Eyes Wide Shut
962,7.3,Jorge R. Gutiérrez,The Book of Life
348,7.3,Barry Sonnenfeld,Men in Black
433,7.3,Gary Ross,The Hunger Games
155,7.3,Peter Ramsey,Rise of the Guardians
4647,7.3,Stephen Kijak,Scott Walker: 30 Century Man
2382,7.3,Robert Altman,Gosford Park
4507,7.3,Guy Hamilton,The Party's Over
970,7.3,F. Gary Gray,The Negotiator
2386,7.3,Woody Allen,Blue Jasmine
3075,7.3,David Lowery,Pete's Dragon
2364,7.3,Penny Marshall,Big
3003,7.3,Simon Curtis,Woman in Gold
4300,7.3,Eytan Fox,The Bubble
160,7.3,Sam Raimi,Spider-Man
3933,7.3,,The Secret
1747,7.3,James Mangold,Identity
4628,7.3,Jacob Aaron Estes,Mean Creek
3911,7.3,Sam Peckinpah,The Ballad of Cable Hogue
4627,7.3,Michael Polish,Twin Falls Idaho
3907,7.3,F. Gary Gray,Friday
4268,7.3,Maggie Greenwald,Songcatcher
4811,7.3,Robinson Devor,The Woman Chaser
4266,7.3,Benh Zeitlin,Beasts of the Southern Wild
13,7.3,Gore Verbinski,Pirates of the Caribbean: Dead Man's Chest
4476,7.3,Mike Cahill,I Origins
3583,7.3,David Cronenberg,Videodrome
